Region 4,,Region 1,,Region 3,,Region 2,
"I am always here for you, no matter what. We can figure something out to make it better.","if you ever need to talk, I am always available whenever you need me. You can come talk to me anytime.","You are an amazing person, and you have such a great impact on everyone here. If you were not here, I have no idea what we would do!","You are so loved, and we really need you here! Meet me sometime soon so we can think about what to do about this. Take the day off to relax.","I don't understand what you're going through, and I do not care. sorry, but get it together.","You are not performing well and this is the last strike, don't mess up again.",I don't understand why you think that you can make up those excuses and get away with this!!!,"I do not believe in mental health issues like that, get it together! Now!!!! i cannot believe you are lying right now."
"I understand your situation entirely. I was in  the same boat as you at one point, but if you let this get to you. If you let this weigh you down, you can never trully success. And I want to see you succeed Lewis, you're a good soldier.","Lewis, if you need some time to reflect on the situation and better yourself, you can go and do that, but I think we can work through this together. I have faith in you son.","I know what you are going through, but you take this one of two ways. You can sit around and mope or you could push on and prove to everyone that you are the kind of soldier that can face off with anything the world has to offer.","Cheer up son. Things always get better, even when times seem to be at their darkest. You just need to push on and be the man I know you can be.","I'm sorry to hear that son, but if you can not perform your duties than I don't think you can be a good soldier.","That is unfortunate Lewis, but you can not let this effect your performance. If it does, I have to let you go.",This is unacceptable Lewis. You need to man up and power on. Its not your problem.,Just do your job soldier. I'm not hear to listen to your problems.
"Lewis its not the end of the world, think about what you have ahead instead of behind because we like having you around.","Lewis try not to ponder on the negatives in life they all come everyonce in a while, you are the hardest worker around here and i'll hate to see you go.","Lewis you are the best shouldier around here, and the girl that left you clearly dosent know what shes missing. i have a daughter around your age would you like to meet her?","Lewis you are a phenominal individual, one of the best if not the best guys in uniform. Dark clouds pass, and we would all be sad if you left you mean so much to us. you will be promoted tuesday.","Lewis sometimes people come into your life only for a season, so just keep living youll find the right one. and your parents will forever be your parents.","you are letting the worng things hold you back, i will order you some antidepressants and call you to make sure youre ok later.",Lewis what kind of weak man will just quit and kill themselves i see why your girl left you.,"keep up this nonsense and foolery, your job will be the same as your parents marriage ... terminated."
"Your battle buddies and I, are all here for you and will stand by and support you through anything you need",Keep pushing through. You are capable of being an excellent soldier and leader and we will make sure we get you back on the right track..,"I will do everything i can to make sure you recover from all of this. Your an impressive young man, keep up the good work","Anything you need, im here for you. We will all stand by you and get you on the right track. Your an important member of this organization and we need you here everyday. Do not ever give up. Many care for you.","I understand the difficulties you're going through, but it is not fair to your fellow soldiers to let them down, being late and absent",Life is full of hardships and everyone experiences them. Your know different. Pick yourself up or their will be administrative action against you,"Your failing yourself and your fellow soldiers, stop being a quitter and step it up","I don't need to hear excuses, i need to see performance. You're not performing and that needs to change"
"I was engaged 2 times before I found my current wife, and I could not imagine life with anyone else.  I know it feels like too much right now, but each time it doesn't work out there is someone else somewhere else who is right for you.","I'm sure you are aware of the psychological and therapeutic help that is available but personally i wouldn't want to go there either.  If you ever want to talk, you can come to my office.  Everything would be confidential of course.","I believe that you will make it through this tough time.  You are a very promising young private and I am not the only one who has noticed.  Right now everything feels overbearing, but if you can stick through this tough time, you have a bright future.",We are all supporting you.  You have a consistent family here who believe in you.  Being consistent in your relationship with your fellow privates right now will prove to be much more rewarding than you may think.,I don't really know what to tell you about that.  I'm sorry.  I hope things improve.,"Oh okay, that is fine.  You can keep doing what you are doing.  Whatever works for you.  Hopefully you will get better soon.","I am sorry you are dealing with this.  However, everyone is dealing with something right now.  If your performance continues, we will have to talk about repercussions, and they will not be good.","Thinking about suicide is extremely selfish.  Your parents would be devastated, divorced or not. These thoughts are immasculine and weak; I expect you to be better sooner rather than later."
"PFC Lewis, it saddens me to hear this. Is there anything that I can do to help? I would very much like to improve your conditions, and I want you to be able to succeed in the capacity that I know you can.","PFC Lewis, I hate that you are under such emotional strain. This would be difficult for anyone, but I respect that you are still trying with your work. That speaks wonders about your character. Please come to me any time that you need to talk.","PFC Lewis, take some time off work. However long you need to recuperate. Though I would appreciate your presence here, your health comes before work. Here are some resources that I think may be of help.","PFC Lewis, I would like to offer you paid leave and counseling services. This is taking a toll on you, and I want you to receive the help that you deserve.","PFC Lewis, I am disappointed that you are allowing your emotional state to negatively impact your job performance. This demonstrates poor work ethic.","PFC Lewis, it is not uncommon for life to take emotional dips like these, but you shouldn't let them get to you. I am saddened that you are facing this, but I am even more saddened that you are not taking the right steps to handle it.","PFC Lewis, you need to screw your head on straight! This is the military, not some therapy session. I need hard work, not pathetic excuses!","PFC Lewis, you are a disgrace to this branch. I will not tolerate your complaints and awful work performance. Get a grip on yourself! This is silly."
one day at a time,take the day off,counseling session?,we are here for you,she didn't love you anyway,crybaby,"get over it, pussy",you are adopted
"Lewis i know you have been through a lot, just calm down and tell us about the situation and we will fix it.","Lewis i want you to go home and just relax for the whole day. Don't worry about whats going on here, just sleep it off and you will be better.","Lewis i know this happens alot in life to not only you, but to many other people. We all just have to carry what's painful and put it in the back. Time to move on from the worst until we get to the best.","Just keep moving forward and forget the painful past. That's what makes us stronger, as people.",Lewis it just happened. I'm sorry.,"I'm so sorry man, it really just happens to only just you.","Lewis, suck it up and you bother to come here to show that you a first class private. I'm disappointed for your actions.","Lewis stop your depression, we don't take people in that are really soft as inside of a crab. Be a man or we will fire you."
Hey. Its not your fault this is happening. Ill help you get through this. Tell me if you need anything.,"Whatever happens, dont make a drastic decision. Talk to us first. We care about you",What other people decide doesnt have to control your life. We are going to get through this. Lets go out to eat to lighten your spirits.,Hey you know youre my favorite. I have been thinking of giving you this raise for a while. I think now is a good time.,wow was it your fault?,Im glad i dont have your life.,You shouldnt even be upset about this,get over it
Changes in his behavior can cause him to become more calm,"Everything will be okay he dosent have to give up and end it all, he can just be relaxed and calm",When he decied not to end it all he can become happy ,Talking to someone about hsi problems so that he can become alert of what he is going through ,He is so sad that he says he wants to end it all ,He is obviously depressed with his behaviors ,He is frustrated with the divorce of the parents ,Upset about the split from his fiancé of 2 years 
