Region 4,,Region 1,,Region 3,,Region 2,
"SFC Johnson, i think we can sit down and come up with some ideas to help Sgt Cramer on his professional duties. ","SFC Johnson, keep up the good work, within the platoon","SFC Johnson, i think you can motivate and show the proper duties to Sgt Cramer on his professional life.","SFC Johnson, you should find  a better way to approach issues with Sgt Cramer ","SFC Johnson, i appreciate the report of the platoon but if you need to report any deficiencies within the platoon, we should follow the chain of command and the proper documentation. ","SFC Johnson, i see that the platoon does well, but if you are able to help your peers you should be able to perform better.","SFC Johnson, i think is really unprofessional that you include personal opinions in your platoon report. ","SFC Johnson, you should handle situation like this in a better manner without talking bad about somebody else. "
"SFC Johnson, don't worry. Everything will be okay.","SFC Johnson, will work on addressing these issues within the PLT. ","SFC Johnson, you're work is phenomenal. ","SFC Johnson, you are a valued member of this PLT and I believe you can expect to soon be promoted. ","SFC Johnson, you do not speak to a 1SG in such a way. You will be receiving a negative counseling. ","SFC Johnson, you action have been unacceptable and you expect to be chaptered out. ","SFC Johnson, who do you think you are? Never speak to a superior in such a way. ","SFC Johnson, stop playing the victim. You are not a victim, and you're not contributing in work to this platoon. "
Thank you for making me aware of the situation. I will continue to monitor Sgt. Cramer.,"You are doing a great job. It is only a matter of time before all of the squads are operating at full strength, keep up the good work.",I appreciate all the hard work you are putting in. If you keep working like this a promotion is in your future.,"You have been performing really well, here is a 3 day pass for the weekend.",You should be taking better control of your squads. If this platoon is not straight in a week I will be counseling you.,"This issue with Sgt. Cramer needs to come to an end. You need to set him straight, you cannot keep letting him get away with his behavior.",It is very unprofessional of you to make light of peoples problems. I recommend that you keep that confidential information to yourself.,Sgt. Cramers unprofessionalism is a direct reflection of your leadership ability. You need to get him under control.
"Don't worry SFC Johnson, I will keep a close eye on all of the squad leaders and ensure that they are doing their jobs as needed.","I appreciate the heads up about the SGT, I will be sure to keep an eye on him specifically.","Thank you SFC, you clearly know the personnel in the platoon well, which speaks highly of your attentiveness.","Don't worry SFC Johnson, I have your back on all things with our personnel because you know them better than I do for now.","SFC, is that really the way you want to start off introducing the squad leaders to your new platoon leader?","I am not concerned with how well you handle the squad leaders, this is my platoon now and I can handle it.","SFC, how about you let me make my own judgments about MY platoon members.",If you know he is doing such a bad job then why haven't you already solved the issue prior to my arrival here?
Good work for pulling sergeant Cramer to the side however Sergeant should know better.,Thank you for dealing with the situation.,Great work as acting platoon leader!,Keep up the good work. Any platoon would be happy to have you.,You should do better. Sergent should not be drinking when around his platoon. ,Although you are good I feel like you could be better as acting platoon leader.,No sergeants should be drinking. As acting platoon leader you should handle sergeant appropriately. Goodbye.,I would have taken care of the situation better.
"Sergeant, every squad has one or two problem children, Sergeant Cramer is nothing to worry about I am sure we will get a long fine.",I am sure we can get those two spots in the third and fourth squads filled up quick. Plus being a man short is nothing to worry about right now,I can see that you have done great work with these squads and I am honored to be working with you sir!,I hope to learn great things from you Sergeant. If you need anything from me please do not hesitate to ask!,Well sir everything is almost perfect but that is all you can ask of just one man you have done the best you possible could.,"If only Sergeant Cramer listened to you, I guess he just does not respect you enough to conform to your wishes",Well how long have the third and fourth squad been short a man? If you were an actual good leader those spots would have been filled by now.,I guess you are just to soft of a man to get Sergeant Cramer to stop causing trouble. If you need me to I would be happy to fix the problem for you?
"We are so glad to have you. Just remember this is a serious job, one that is not taken lightly. There are many people looking up to you",We are glad you are here just remember that excitement is good but sometimes its good not to show it to gain respect from the others.,You are going to do a great job! We are so very excited to have you!,We are excited to have a new face in our division!!,I don't believe the way you have been addressing Cramer has been effective enough.,I would like to step in and take over your situation with Cramer since there has been no improvement,"We are glad to have you, but you are not quite effective in this task.",You will most likely get fired for not handling this Cramer issue correctly.
"You've done a very good job leading the platoon, Sergeant. I'm looking forward to serving with you.",,,,"Sergeant, you need to do better taking charge of your men! I will no tolerate officers getting drunk and harassing fellow officers in the platoon!",,"Sergeant, I sympathize with your situation, but you need to learn to separate your personal and professional lives.",Do you want me to refer to you and your wife to a marriage counselor?
SFC Johnson should be made aware of the pride and admiration I feel for his work and the progress the platoon is making despite the few issues that may be present.,"Although there have been a few bumps along the road, the progress being made outshines them and should be met with recognition and praise.",I am elated at the news I have received about the work being done in the platoon and hope these efforts are maintained. ,The amazing leadership you have demonstrated deserves to be recognized by not only myself but also by the platoon as a whole. Thank you!,Thank you for your report and the work you have done to better the platoon but I must admit I am largely disappointed in your failure to maintain growth in all aspects of the platoon. ,The disgusting behavior of a drunken member of the platoon as well as the lack of progress made on the part of the third and fourth groups has taken the light away from the overall success of the platoon. ,Your lack of leadership skills as well as failure to maintain authority has led me to believe you are solely responsible for the failures of the platoon.,"Due to your distracted disposition and your lack of work ethic, the failures or lack of growth of the platoon are your fault and your duty to correct."
,,,,,,,
,,,,,,,
It sounds like everyone here are great leaders and anyone who isn’t can be trained to be one,Thank you for that information sir I’ll be sure to help make everything run smoothly,I’m glad to be here sir and I hope I can help make these weaknesses into strong points,"
It’ll be a pleasure to work along side of you ",Sergeant Cramer seems like a real problem,I hope sergeant Cramer’s drinking improves,It seems like you’re not handling sergeant Cramer correctly,Thank you for the information but some of that was unnecessary
,,,,,,,
,,,,,,,
"You are a man of great work sergeant Johnson, I am glad that I get the opportunity to work with you. Rest assured Sergeant I will help you in anyway that is needed.",To celebrate this wonderful Platoon that you lead how about drink tonight Sergeant? Do not worry they are on me tonight.,"I am amazed at the work that has been done here with this platoon, I can really see the effort that you and the soldiers have put forth to get here.","There is nothing wrong with a drink here and there, Sergeant Cramer 
obviously just likes having a good time. My mother used to say all the time
 boys will be boys a little scrap here and there never hurting anything.","I guess having completed squads is not a priority I mean one man does not make much of a difference. Your so close to have a perfect platoon but, I guess almost perfect is good enough.","Well I guess this one man can only do so much, maybe Cramer would have more respect for you if you were not so old. Youngsters like him have no respect for their elders.","Your Platoon would be perfect if not for the missing spots in the third and fourth squads plus that second platoon leader, but I guess this is good enough",You are obviously not very good at leading if you keep pulling Cramer to the side and he still keeps getting in trouble. Do not worry I will have a talk with him and he wont get in anymore trouble.
,,,,,,,
"You wont have to worry about a single thing Sergeant First Class Johnson, I was promoted into this position for a reason and therefore I know exactly what I'm doing so everything is going to be fine.",When faced with a task I always preform. It is the same in this situation as well and so just know there isn't nothing to stressed about so everything is good.,Thanks for the information Sergeant First Class Johnson! That gave me great insight on what is needed of me to complete what I need to be done.,"Sergeant First Class Johnson I couldn't thank you enough! In terms of Sergeant Cramer, I will make sure he stays in line preventing any issues that could potentially come up through him.","Sir, I just don't understand how you are still in such high ranking after slacking of the way you have lately. It truly does not make since for someone of your stature to struggle so much to keep things in tacked.","Sir, you should probably be released of your duties immediately. In these situation we need someone to lead us and you have not done so. If anything i'm disappointed and disgusted by you lack of responsibility.","You don't deserve your rank I do! I'm willing to challenge any chance I get to show everyone that I can handle the challenge a lot better then you can, and I prove it to you in just a matter of time.","How did you finesse your way to this level of power because I know for a fact you do not deserve this position, you have just show that you cannot handle what I takes to become in a place of power!"
It is good SFC Johnson I can handle everything from here. Don't worry about doing nothing just sit back and chill.,I have did everything SFC Johnson so just sit back and let me finish my part.,SFC Johnson I just want to congratulate you on your work.,Keep up the good work Johnson. With you enthusiasm we can go far.,This is terrible work Johnson.,You should be a shame of yourself.,Your work is awful and you need to redo is right now.,I don't think you should be in the position you in now. You don't do your work and you are awful in each and every way.
,,,,,,,
,,,,,,,
"We are all in good hands, SFC Johnson. Everything is on track and we will fill the empty spots in the third and fourth squad.","We are doing as good as ever, SFC Johnson. We will be replacing the avid drinker with someone more capable and less uncoordinated with their future visions.","You are doing a wonderful job with everything so far, SFC Johnson. I am glad to be under your command and will serve to my highest abilities allow me to. We are in nothing but good hands, sir.","SFC Johnson, All of our men are trained to the best of their abilities and will serve as needed. We have you to thank for the outstanding situations and drills you have given them in order to be prepared.","SFC Johnson, We have no more men to replace the one man short squads. We are already down men as it is and cannot get them from anywhere else.","SFC Johnson, the avid drinker squad leader is our last man that is capable of doing this job, even when he is drunk or hungover.","Johnson, you should be telling the squad leader about his drinking problem, not me. There's no reason why I should have to do that, ma'am.","Johnson, if filling squad three and four up with men is so vital, why do you not just give me more men? That makes no sense for my squads to be short in man power when you have all the resources to fill the empty spaces."
,,,,,,,
"Seems you've done great work, and I'm glad we get to work together.","I'm pleased with your work, and i agree with your method of putting Cramer in his place.",That's awesome! So far it sounds like you might be the greatest SFC I've come to know. I can't wait ti see what you do next!,"You deserve an award! One man short is an easy fix, especially for you","Come on Johnson, one man short? How has this not been fixed yet.","In my last platoon, my SFC was able to accomplish so much more. It's sounds like you've been slacking.","You think these are accomplishments? Anybody could do this, even a monkey. And how could you be one man short in two squads? Don't talk to me again until this matter is addressed.","Jesus Johnson, what have you been doing? It sounds like a whole lotta nothing. I feel that Cramer would be a better fit fir your position."
,,,,,,,
Good work for pulling sergeant Cramer to the side however Sergeant should know better.,Thank you for dealing with the situation.,Great work as acting platoon leader!,Keep up the good work. Any platoon would be happy to have you.,You should do better. Sergent should not be drinking when around his platoon. ,Although you are good I feel like you could be better as acting platoon leader.,No sergeants should be drinking. As acting platoon leader you should handle sergeant appropriately. Goodbye.,I would have taken care of the situation better.
,,,,,,,
"Even though there might be some issues occurring, I am extremely happy to be working by your side. I will do my part in this platoon and help in any way I can.",Those seem like some minor issues. I'm sure with some hard work and determination we'll all figure out these issues together.,I am so excited to join this platoon! I'm sure we will accomplish a great many things.,I can't wait to work with you and everyone else in the Platoon. This sounds so exciting.,That sounds so sad. I wonder if it will become such a problem he'll have to be removed from the Platoon.,I hope he gets it together. It would be awfully sad to have to let him go.,That is absolutely appalling! We should fire him right now!,He sounds selfish and rude. Everyone should be working harder. There is no excuse.
"SFC Johnson, I am sure that Sergeant Cramer will be on his best behavior during the time he is with his team members. I will try my best to handle everything with ease.",You are doing a great job by pulling him aside and setting him straight every once in a while. I believe you have been doing the right thing. I will handle anything that comes up.,"SFC Johnson, you are an amazing platoon leader! Everything that you have done has been right on track! Thank you for giving me great shoes to fill!","If anything comes up that needs to be taken care of, I can handle it! You have done so much for us already! We all appreciate you immensely! Great job!","SFC Johnson, I hate to tell you this, but I do not think that pulling Sergeant Cramer aside to talk to him has made the situation any better.","I will be sure to find a better method for keeping sergeant Cramer in order, we do not have time for him to mess up like that. I thought you could have handled this.",I do not understand how in the world you think that pulling him aside and merely talking to him is going to fix this problem! Now I am going to have to find another way to fix it!,"You were not a very good platoon leader, and I cannot believe they appointed you to the position. I will make sure to do much better than you have been doing."
I understand your situation and I can see what is wrong. I will have a talk with Sergeant Cramer so we can resolve the issue peacefully.,I am sorry that you have had to deal with this for so long. I will take it upon myself to speak with Cramer in order to resolve your current predicament Sergeant.,I am glad you brought this to my attention once you did. Things could've gotten a lot worse. I am proud of you Sergeant.,It is good to see you taking charge of the situation Sergeant. I am certain that you will make a good CO one day.,"I am a bit disappointed that you hadn't brought this to me sooner Sergeant. I'll do my best to resolution the situation, but I can not control Sergeant Cramer's behavior.",Sergeant you must really take control of the situation and stand up for yourself.,I am furious that you had kept this from me for this long. You should have come to me sooner.,You are out of line Sergeant. Cramer has done anything wrong and I see no need for me to step in.
"thanks sgt Johnson, I appreciate your knowledge about your company. that shows you are very observant, and that's a very good quality to have.","Thanks for the information SGT. Johnson, this will make my transition into the company a lot smoother. I will work on the squads that need help, and watch out to Cramer.","SGT. Johnson you are such a wonderful soldier, and I absolutely  love the way you dissected the entire company. Keep up the good work and I will submit your name for promotion.","Thanks SGT. Johnson I need more soldiers around me just like you. thanks for the information, and trust me your hard work doesn't go unnoticed.","Thanks SGT. Johnson for your information, but ill rely on my own observations about the company. keep your squad in order and ill handle everyone else.",SGT. go to your squad and tend to there needs I will handle everything else thanks.,SGT. Johnson but that's information I do not need to know at the moment. fall inline and keep Cramer inline before I do.,SGT. Johnson since you know everything about the platoon why haven't you filled the empty spots in squads three and four ? … despicable
You have been doing an outstanding job and continue to drive the excellence of this platoon,Keep going strong and keep doing what you're doing. You are setting the standard,Continue to lead the platoon to greatness,"Take the rest of the day off, as well as your platoon",You could be doing a better job,"Though you are performing well, there is always room for improvement",You need to step up and take more responsibility with this platoon,"I don't think you're doing enough and should take a bigger, more commanding role"
"I know this is a lot of responsibility to take on, but we will be assigning you an assistant to help you delegate and most efficiently spend your time.",We will also be filling the 3rd and 4th squad to lower the day to day stress of being understaffed.,That sounds like a good way to handle the situation with Sgt Cramer.  We are very lucky to have you as a part of the platoon and your leadership will surely accelerate the soldiers in the right direction!,"We will be holding a ceremony for you to celebrate your promotion, and it will be free for yourself and your guests!","I appreciate your effort to help Sgt Cramer, but that might not have been the right way to go about it.  We will need to meet in the near future to discuss a better way for you to handle that.","We have been pleased with your leadership style as acting platoon leader, but unfortunately, while we believe you are the man for the job, we do not think those exact styles should be upheld.  We will likely be suggesting some different methods soon.",I was unaware of the situation with Sgt Cramer.  It was inappropriate of you to not report this to your superiors.  I am now questioning your integrity as well as my decision to promote you.,Well we are glad to have you! I am glad I made the decision to promote you even though some of your long time friends did not think you were right for the job.
"SFC Johnson, those are all very astute observations. Thank you for your valuable criticism; it has been dutifully noted, and I will act on it accordingly however I can.","You are a very diligent leader, SFC Johnson. I will do my best to ensure that squads three and four each gain a man; that the squad leaders, team leaders and Non-Commissioned Officers are rewarded; and that Sergeant Cramer is reprimanded when necessary.","SFC Johnson, I am proud to be able to serve alongside a man of your standing. You very evidently care for the health and performance of your platoon, and I hope that I can measure up to you in the same way.","SFC Johnson, I am impressed by your hard work and care. If possible, I will do what I can to see that you are appropriately rewarded.","SFC Johnson, I am unsure of the current state of things just yet, but I highly doubt that they are of as high a magnitude as you claim them to be. You should take into consideration other factors before making assumptions. This mars my image of you.","SFC Johnson, I am disappointed that you have not shown more initiative in solving these problems yourself. You may have made attempts before, but you certainly could have done more.","SFC Johnson, your criticisms are absolutely ludicrous! You are far too quick to wag your tongue but painfully slow to act on anything. It seems to me that you are a man of far too many words and few too many actions.","SFC Johnson, you whine too much. The platoon seems fine to me. You are in no position to point fingers here, and I can see no sensibility in what you have said. Fortunately, I plan to be a superior platoon leader."
"After showing much excitement, he later became satisfied and he is calm in the very end.","Knowing that he is successful, he was able to get through the trouble and pretty much is relieved (relaxed).",The man really enjoys the job at being the SFC.,He seems to basically look forward on doing this job and with no troubles besides on thinking about happiness.,"He was enjoying his job, until he realizes that he was ineligible to proceed any further with his job and all due to age.",He was looking at a bright future and thinking that all the fun had never ended. Later he realized that he was diagnosed with brain cancer and he cannot continue on due to that condition.,"He was hired on the first day, then he was fired the very next day.","He was enjoying his job, then one of his squad members sabotaged his vehicle."
Congratulation Johnson!!!! I promote you as the new platoon leader and please take the whole day to relax!!,"Johnson, you worked really hard and i'm giving you this promotion. Please take the whole day off to celebrate your day!!!","Tomorrow Johnson, you are leading the squad to victory!!","Keep doing what ever you are doing Johnson, you will be promoted higher than now!!!",Mr. Johnson hope you are enjoying your job. I heard that you have brain cancer and i'm sorry i will have to let you go.,"Mr. Johnson, i heard your wife passed away and i need you to take a month off your duties and pay your respects.","Mr. Johnson, you get out of my company!!! Give me your badge and your stripes.. You are not worthy.","Mr. Johnson, I'm letting you go due to all the acts that you have performed. It's illegal and hand me your damn badge."
Awesome! You accomplished a lot!!!,Wow  great job! You should take some time for yourself.. You have done good,Keep up the good work!,We should celebrate.,Great job!,"There were a lot of flaws, though. You still did not do as well as previous times.",Good job.,I could do better though. Its like youre not even trying
SFC Johnson should be excited that he has become first sergeant and leader of platoon leader. ,He is relaxed and calm when he hears the positive review.,"""You inform him that you've heard about the outstanding work he has done as Acting Platoon Leader and express your excitement""",Elated about the good news,He is excited about making a change in the company ,"""He ensures you that while this has been an issue he periodically pulls Sergeant Cramer to the side to set him straight, when necessary. ”",He is elated to hear the new ,he becomes frustrated when he speaks on the company's weakness
All of that is great but you should be better at correcting sergeant Cramer .,,That is wonderful that your platoon is doing so well and I cant wait to work with you in the future.,,You are a failure at your job and you should be fired.,,Why in the heck is your platoon not in order it would be a disgrace to work with you . ,
